rank_volume,journal_key,full_title,gwas_hits,total_articles,fraction_gwas,meets_min_total
13483,J Biomater Tissue Eng,Journal of biomaterials and tissue engineering,0,8,0.000000,N
13484,J Biomech,Journal of biomechanics,0,9089,0.000000,Y
13485,J Biomech Eng,Journal of biomechanical engineering,0,3154,0.000000,Y
13486,J Biomed (Syd),"Journal of Biomedicine (Sydney, NSW)",0,2,0.000000,N
13487,J Biomed Allied Res,Journal of biomedical and allied research,0,1,0.000000,N
13488,J Biomed Discov Collab,Journal of biomedical discovery and collaboration,0,25,0.000000,N
13489,J Biomed Educ,Journal of biomedical education,0,1,0.000000,N
13490,J Biomed Eng Inform,Journal of biomedical engineering and informatics,0,1,0.000000,N
13491,J Biomed Eng Med Imaging,Journal of biomedical engineering and medical imaging,0,1,0.000000,N
13492,J Biomed Graph Comput,Journal of biomedical graphics and computing,0,3,0.000000,N
13493,J Biomed Inform X,Journal of biomedical informatics: X,0,4,0.000000,N
13494,J Biomed Life Sci,Journal of biomedical and life sciences,0,15,0.000000,N
13495,J Biomed Mater Res A,Journal of biomedical materials research. Part A,0,6291,0.000000,Y
13496,J Biomed Mater Res B Appl Biomater,"Journal of biomedical materials research. Part B, Applied biomaterials",0,4384,0.000000,Y
13497,J Biomed Nanotechnol,Journal of biomedical nanotechnology,0,2244,0.000000,Y
13498,J Biomed Opt,Journal of biomedical optics,0,6374,0.000000,Y
13499,J Biomed Photonics Eng,Journal of biomedical photonics & engineering,0,1,0.000000,N
13500,J Biomed Phys Eng,Journal of biomedical physics & engineering,0,719,0.000000,Y
13501,J Biomed Res (Middlet),Journal of biomed research,0,1,0.000000,N
13502,J Biomed Res Environ Sci,Journal of biomedical research & environmental sciences,0,4,0.000000,N
13503,J Biomed Sci Eng,Journal of biomedical science and engineering,0,38,0.000000,N
13504,J Biomed Sci Res,Journal of biomedical science and research,0,1,0.000000,N
13505,J Biomed Syst Emerg Technol,Journal of biomedical systems & emerging technologies,0,1,0.000000,N
13506,J Biomed Technol Res,Journal of biomedical technology and research,0,4,0.000000,N
13507,J Biomim Biomater Tissue Eng,"Journal of biomimetics, biomaterials, and tissue engineering",0,6,0.000000,N
13508,J Biomol NMR,Journal of biomolecular NMR,0,1361,0.000000,Y
13509,J Biomol Res Ther,Journal of biomolecular research & therapeutics,0,5,0.000000,N
13510,J Bionic Eng,Journal of bionic engineering,0,20,0.000000,N
13511,J Biophotonics,Journal of biophotonics,0,3106,0.000000,Y
13512,J Biophys,Journal of biophysics (Hindawi Publishing Corporation : Online),0,59,0.000000,Y
13513,J Bioprocess Biotech,Journal of bioprocessing & biotechniques,0,3,0.000000,N
13514,J Bioremediat Biodegrad,Journal of bioremediation & biodegradation,0,1,0.000000,N
13515,J Biosaf Biosecur,Journal of biosafety and biosecurity,0,49,0.000000,N
13516,J Biosci (Rajshari),Journal of bio-science,0,1,0.000000,N
13517,J Biosci Med,The journal of bioscience and medicine,0,2,0.000000,N
13518,J Biosci Med (Irvine),Journal of biosciences and medicines,0,6,0.000000,N
13519,J Biosens Bioelectron,Journal of biosensors & bioelectronics,0,2,0.000000,N
13520,J Biosens Biomark Diagn,"Journal of biosensors, biomarkers and diagnostics",0,1,0.000000,N
13521,J Biosoc Sci,Journal of biosocial science,0,1114,0.000000,Y
13522,J Biostat Biom Appl,Journal of biostatistics and biometric applications,0,1,0.000000,N
13523,J Biostat Epidemiol,Journal of biostatistics and epidemiology,0,1,0.000000,N
13524,J Biotech Res,Journal of biotech research,0,1,0.000000,N
13525,J Biotechnol Appl,Journal of biotechnology and its applications,0,3,0.000000,N
13526,J Biotechnol Biomater,Journal of biotechnology & biomaterials,0,5,0.000000,N
13527,J Biotechnol Biomed,Journal of biotechnology and biomedicine,0,27,0.000000,N
13528,J Bioterror Biodef,Journal of bioterrorism & biodefense,0,8,0.000000,N
13529,J Bisex,Journal of bisexuality,0,36,0.000000,N
13530,J Black Psychol,The Journal of black psychology,0,35,0.000000,N
13531,J Black Sex Relatsh,Journal of black sexuality and relationships,0,16,0.000000,N
13532,J Black Stud,Journal of black studies,0,38,0.000000,N
13533,J Blind Innov Res,Journal of blindness innovation and research,0,2,0.000000,N
13534,J Blood Disord Malig,Journal of blood disorders and malignancies,0,1,0.000000,N
13535,J Blood Disord Transfus,Journal of blood disorders & transfusion,0,4,0.000000,N
13536,J Blood Lymph,Journal of blood & lymph,0,2,0.000000,N
13537,J Blood Med,Journal of blood medicine,0,692,0.000000,Y
13538,J Blood Res Hematol Dis,Journal of blood research & hematologic diseases,0,1,0.000000,N
13539,J Blood Transfus,Journal of blood transfusion,0,56,0.000000,Y
13540,J Bodyw Mov Ther,Journal of bodywork and movement therapies,0,2991,0.000000,Y
13541,J Bone Joint Surg Br,The Journal of bone and joint surgery. British volume,0,1817,0.000000,Y
13542,J Bone Jt Infect,Journal of bone and joint infection,0,394,0.000000,Y
13543,J Bone Marrow Res,Journal of bone marrow research,0,7,0.000000,N
13544,J Bone Rep Recomm,Journal of bone reports & recommendations,0,1,0.000000,N
13545,J Bone Res,Journal of bone research,0,2,0.000000,N
13546,J Borderl Stud,Journal of borderlands studies,0,4,0.000000,N
13547,J Br Acad,Journal of the British Academy,0,3,0.000000,N
13548,J Br Stud,The Journal of British studies,0,8,0.000000,N
13549,J Brachial Plex Peripher Nerve Inj,Journal of brachial plexus and peripheral nerve injury,0,205,0.000000,Y
13550,J Brain Dis,Journal of brain disease,0,8,0.000000,N
13551,J Brain Res,Journal of brain research,0,1,0.000000,N
13552,J Bras Nefrol,Jornal brasileiro de nefrologia,0,1354,0.000000,Y
13553,J Bras Pneumol,Jornal brasileiro de pneumologia : publicacao oficial da Sociedade Brasileira de Pneumologia e Tisilogia,0,2410,0.000000,Y
13554,J Bras Psiquiatr,Jornal brasileiro de psiquiatria,0,1,0.000000,N
13555,J Braz Chem Soc,Journal of the Brazilian Chemical Society,0,2,0.000000,N
13556,J Breast Cancer Res,Journal of breast cancer research,0,3,0.000000,N
13557,J Breast Health,The journal of breast health,0,133,0.000000,Y
13558,J Breast Imaging,Journal of breast imaging,0,646,0.000000,Y
13559,J Breath Res,Journal of breath research,0,1085,0.000000,Y
13560,J Broadcast Electron Media,Journal of broadcasting & electronic media,0,7,0.000000,N
13561,J Bronchology Interv Pulmonol,Journal of bronchology & interventional pulmonology,0,1450,0.000000,Y
13562,J Brown Hosp Med,Journal of Brown hospital medicine,0,174,0.000000,Y
13563,J Bryol,Journal of bryology,0,1,0.000000,N
13564,J Build Eng,Journal of building engineering,0,53,0.000000,Y
13565,J Build Perform Simul,Journal of building performance simulation,0,1,0.000000,N
13566,J Build Phys,Journal of building physics,0,5,0.000000,N
13567,J Burma Stud,The journal of Burma studies,0,7,0.000000,N
13568,J Burns Wounds,Journal of burns and wounds,0,17,0.000000,N
13569,J Bus Contin Emer Plan,Journal of business continuity & emergency planning,0,523,0.000000,Y
13570,J Bus Econ,Journal of business economics,0,24,0.000000,N
13571,J Bus Econ Stat,Journal of business & economic statistics : a publication of the American Statistical Association,0,21,0.000000,N
13572,J Bus Ethics,Journal of business ethics : JBE,0,180,0.000000,Y
13573,J Bus Finance Account,Journal of business finance & accounting,0,2,0.000000,N
13574,J Bus Psychol,Journal of business and psychology,0,66,0.000000,Y
13575,J Bus Res,Journal of business research,0,123,0.000000,Y
13576,J Bus Tech Commun,Journal of business and technical communication,0,3,0.000000,N
13577,J Bus Technol Law,Journal of business & technology law,0,1,0.000000,N
13578,J Bus Ventur,Journal of business venturing,0,3,0.000000,N
13579,J CME,Journal of CME,0,76,0.000000,Y
13580,J CMSC,Journal of the CMSC,0,3,0.000000,N
13581,J CO2 Util,Journal of CO(2) utilization,0,1,0.000000,N
13582,J Caffeine Adenosine Res,Journal of caffeine and adenosine research,0,18,0.000000,N
13583,J Caffeine Res,Journal of caffeine research,0,51,0.000000,Y
13584,J Can Chiropr Assoc,The Journal of the Canadian Chiropractic Association,0,656,0.000000,Y
13585,J Can Dent Assoc,Journal (Canadian Dental Association),0,754,0.000000,Y
13586,J Can Health Libr Assoc,The journal of the Canadian Health Libraries Association,0,47,0.000000,N
13587,J Can Res Updates,Journal of cancer research updates,0,10,0.000000,N
13588,J Can Stud,Journal of Canadian studies. Revue d'etudes canadiennes,0,11,0.000000,N
13589,J Cancer Allied Spec,Journal of cancer & allied specialties,0,71,0.000000,Y
13590,J Cancer Biol,Journal of cancer biology,0,16,0.000000,N
13591,J Cancer Biol Res,Journal of cancer biology & research,0,8,0.000000,N
13592,J Cancer Clin Oncol,Journal of cancer and clinical oncology,0,1,0.000000,N
13593,J Cancer Clin Trials,Journal of cancer clinical trials,0,3,0.000000,N
13594,J Cancer Educ,Journal of cancer education : the official journal of the American Association for Cancer Education,0,2979,0.000000,Y
13595,J Cancer Epidemiol,Journal of cancer epidemiology,0,174,0.000000,Y
13596,J Cancer Epidemiol Prev (iMedPub),Journal of cancer epidemiology and prevention (iMedPub),0,1,0.000000,N
13597,J Cancer Epidemiol Treat,Journal of cancer epidemiology & treatment,0,2,0.000000,N
13598,J Cancer Immunol (Wilmington),Journal of cancer immunology,0,23,0.000000,N
13599,J Cancer Metastasis Res,Journal of cancer & metastasis research,0,1,0.000000,N
13600,J Cancer Metastasis Treat,Journal of cancer metastasis and treatment,0,65,0.000000,Y
13601,J Cancer Policy,Journal of cancer policy,0,400,0.000000,Y
13602,J Cancer Prev Curr Res,Journal of cancer prevention & current research,0,3,0.000000,N
13603,J Cancer Rehabil,Journal of cancer rehabilitation,0,5,0.000000,N
13604,J Cancer Res Cell Ther,Journal of cancer research and cellular therapeutics,0,1,0.000000,N
13605,J Cancer Res Forecast,Journal of cancer research forecast,0,1,0.000000,N
13606,J Cancer Res Oncobiol,Journal of cancer research and oncobiology,0,2,0.000000,N
13607,J Cancer Res Pract,Journal of cancer research and practice,0,1,0.000000,N
13608,J Cancer Res Ther (Manch),Journal of cancer research & therapy,0,5,0.000000,N
13609,J Cancer Res Ther Oncol,Journal of cancer research and therapeutic oncology,0,6,0.000000,N
13610,J Cancer Sci,Journal of cancer sciences,0,3,0.000000,N
13611,J Cancer Sci Clin Ther,Journal of cancer science and clinical therapeutics,0,26,0.000000,N
13612,J Cancer Sci Ther,Journal of cancer science & therapy,0,59,0.000000,Y
13613,J Cancer Stem Cell Res,Journal of cancer stem cell research,0,10,0.000000,N
13614,J Cancer Surviv,Journal of cancer survivorship : research and practice,0,1935,0.000000,Y
13615,J Cancer Ther,Journal of cancer therapy,0,50,0.000000,Y
13616,J Cancer Ther Res,Journal of cancer therapeutics & research,0,3,0.000000,N
13617,J Cancer Treat Res,Journal of cancer treatment and research,0,1,0.000000,N
13618,J Cancer Treatment Diagn,Journal of cancer treatment & diagnosis,0,12,0.000000,N
13619,J Cannabis Res,Journal of cannabis research,0,387,0.000000,Y
13620,J Capill Electrophor Microchip Technol,Journal of capillary electrophoresis and microchip technology,0,19,0.000000,N
13621,J Carbohydr Chem,Journal of carbohydrate chemistry,0,26,0.000000,N
13622,J Carcinog Mutagen,Journal of carcinogenesis & mutagenesis,0,28,0.000000,N
13623,J Card Fail,Journal of cardiac failure,0,3351,0.000000,Y
13624,J Card Fail Intersect,Journal of Cardiac Failure. Intersections,0,3,0.000000,N
13625,J Card Surg,Journal of cardiac surgery,0,5541,0.000000,Y
13626,J Cardiobiol,Journal of cardiobiology,0,1,0.000000,N
13627,J Cardiol Cardiovasc Med,Journal of cardiology and cardiovascular medicine,0,1,0.000000,N
13628,J Cardiol Cardiovasc Sci,Journal of cardiology and cardiovascular sciences,0,1,0.000000,N
13629,J Cardiol Case Reports,Journal of cardiology case reports,0,2,0.000000,N
13630,J Cardiol Cases,Journal of cardiology cases,0,2014,0.000000,Y
13631,J Cardiol Clin Res,Journal of cardiology & clinical research,0,4,0.000000,N
13632,J Cardiol Curr Res,Journal of cardiology & current research,0,1,0.000000,N
13633,J Cardiol Ther,Journal of cardiology and therapeutics,0,2,0.000000,N
13634,J Cardiometab Syndr,Journal of the cardiometabolic syndrome,0,128,0.000000,Y
13635,J Cardiopulm Rehabil Prev,Journal of cardiopulmonary rehabilitation and prevention,0,1283,0.000000,Y
13636,J Cardiothorac Trauma,The journal of cardiothoracic trauma,0,2,0.000000,N
13637,J Cardiothorac Vasc Anesth,Journal of cardiothoracic and vascular anesthesia,0,8051,0.000000,Y
13638,J Cardiovasc Aging,The journal of cardiovascular aging,0,94,0.000000,Y
13639,J Cardiovasc Dis,Journal of cardiovascular disease,0,4,0.000000,N
13640,J Cardiovasc Dis Diagn,Journal of cardiovascular diseases & diagnosis,0,7,0.000000,N
13641,J Cardiovasc Dis Res,Journal of cardiovascular disease research,0,226,0.000000,Y
13642,J Cardiovasc Echogr,Journal of cardiovascular echography,0,552,0.000000,Y
13643,J Cardiovasc Imaging,Journal of cardiovascular imaging,0,347,0.000000,Y
13644,J Cardiovasc Nurs,The Journal of cardiovascular nursing,0,1677,0.000000,Y
13645,J Cardiovasc Pharmacol Ther,Journal of cardiovascular pharmacology and therapeutics,0,919,0.000000,Y
13646,J Cardiovasc Ultrasound,Journal of cardiovascular ultrasound,0,393,0.000000,Y
13647,J Care Serv Manag,Journal of care services management,0,2,0.000000,N
13648,J Career Assess,Journal of career assessment,0,14,0.000000,N
13649,J Career Dev,Journal of career development,0,19,0.000000,N
13650,J Caribb Hist,The Journal of Caribbean history,0,1,0.000000,N
13651,J Caring Sci,Journal of caring sciences,0,475,0.000000,Y
13652,J Cartil Jt Preserv,The journal of cartilage & joint preservation,0,2,0.000000,N
13653,J Case Rep Med,Journal of case reports in medicine,0,5,0.000000,N
13654,J Case Rep Med Hist,Journal of case reports and medical history,0,1,0.000000,N
13655,J Catal,Journal of catalysis,0,12,0.000000,N
13656,J Cataract Refract Surg,Journal of cataract and refractive surgery,0,7705,0.000000,Y
13657,J Causal Inference,Journal of causal inference,0,33,0.000000,N
13658,J Caves Karst Stud,Journal of cave and karst studies : the National Speleological Society bulletin,0,1,0.000000,N
13659,J Cell Biol Histol,Journal of cell biology and histology,0,1,0.000000,N
13660,J Cell Biol Mol Sci,Journal of cellular biology & molecular sciences,0,1,0.000000,N
13661,J Cell Death,Journal of cell death,0,36,0.000000,N
13662,J Cell Immunol,Journal of cellular immunology,0,74,0.000000,Y
13663,J Cell Mol Immunol,Journal of cellular and molecular immunology,0,2,0.000000,N
13664,J Cell Neurosci,Journal of cellular neuroscience,0,9,0.000000,N
13665,J Cell Plast,Journal of cellular plastics,0,1,0.000000,N
13666,J Cell Sci Ther,Journal of cell science & therapy,0,15,0.000000,N
13667,J Cell Signal,Journal of cellular signaling,0,42,0.000000,N
13668,J Cell Signal (Los Angel),Journal of cell signaling,0,7,0.000000,N
13669,J Cent Nerv Syst Dis,Journal of central nervous system disease,0,272,0.000000,Y
13670,J Cent South Univ,Journal of Central South University,0,5,0.000000,N
13671,J Cereal Sci,Journal of cereal science,0,22,0.000000,N
13672,J Cerebrovasc Endovasc Neurosurg,Journal of cerebrovascular and endovascular neurosurgery,0,556,0.000000,Y
13673,J Character Educ,Journal of character education,0,2,0.000000,N
13674,J Character Leadersh Integr,Journal of character & leadership integration,0,2,0.000000,N
13675,J Chem,Journal of chemistry,0,5,0.000000,N
13676,J Chem Biol,Journal of chemical biology,0,159,0.000000,Y
13677,J Chem Chem Eng,Journal of chemistry and chemical engineering,0,1,0.000000,N
13678,J Chem Crystallogr,Journal of chemical crystallography,0,15,0.000000,N
13679,J Chem Ecol,Journal of chemical ecology,0,2441,0.000000,Y
13680,J Chem Educ,Journal of chemical education,0,293,0.000000,Y
13681,J Chem Eng Catal,Journal of chemical engineering and catalysis,0,1,0.000000,N
13682,J Chem Eng Chem Res,Journal of chemical engineering and chemistry research,0,1,0.000000,N
13683,J Chem Eng Data,Journal of chemical and engineering data,0,97,0.000000,Y
13684,J Chem Health Risks,Journal of chemical health risks,0,1,0.000000,N
13685,J Chem Health Saf,Journal of chemical health & safety,0,33,0.000000,N
13686,J Chem Neuroanat,Journal of chemical neuroanatomy,0,1229,0.000000,Y
13687,J Chem Pharm Res,Journal of chemical and pharmaceutical research,0,3,0.000000,N
13688,J Chem Phys,The Journal of chemical physics,0,44021,0.000000,Y
13689,J Chem Res,Journal of chemical research,0,1,0.000000,N
13690,J Chem Sci (Bangalore),"Journal of chemical sciences (Bangalore, India)",0,14,0.000000,N
13691,J Chem Technol Biotechnol,"Journal of chemical technology and biotechnology (Oxford, Oxfordshire : 1986)",0,59,0.000000,Y
13692,J Chem Theory Comput,Journal of chemical theory and computation,0,10606,0.000000,Y
13693,J Chem Thermodyn,The Journal of chemical thermodynamics,0,32,0.000000,N
13694,J Cheminform,Journal of cheminformatics,0,1355,0.000000,Y
13695,J Chemom,Journal of chemometrics,0,10,0.000000,N
13696,J Chemother,"Journal of chemotherapy (Florence, Italy)",0,1634,0.000000,Y
13697,J Chest Surg,Journal of chest surgery,0,410,0.000000,Y
13698,J Child Adolesc Behav,Journal of child and adolescent behavior,0,11,0.000000,N
13699,J Child Adolesc Couns,Journal of child and adolescent counseling,0,2,0.000000,N
13700,J Child Adolesc Ment Health,Journal of child and adolescent mental health,0,354,0.000000,Y
13701,J Child Adolesc Psychiatr Nurs,"Journal of child and adolescent psychiatric nursing : official publication of the Association of Child and Adolescent Psychiatric Nurses, Inc",0,662,0.000000,Y
13702,J Child Adolesc Subst Abuse,Journal of child & adolescent substance abuse,0,156,0.000000,Y
13703,J Child Adolesc Trauma,Journal of child & adolescent trauma,0,603,0.000000,Y
13704,J Child Custody,Journal of child custody,0,2,0.000000,N
13705,J Child Dev Disord,Journal of childhood & developmental disorders,0,2,0.000000,N
13706,J Child Fam Stud,Journal of child and family studies,0,607,0.000000,Y
13707,J Child Health Care,Journal of child health care : for professionals working with children in the hospital and community,0,904,0.000000,Y
13708,J Child Lang,Journal of child language,0,1174,0.000000,Y
13709,J Child Lang Acquis Dev,Journal of child language acquisition and development,0,1,0.000000,N
13710,J Child Media,Journal of children and media,0,20,0.000000,N
13711,J Child Nutr Manag,Journal of child nutrition & management (Online),0,4,0.000000,N
13712,J Child Obes,Journal of childhood obesity,0,6,0.000000,N
13713,J Child Orthop,Journal of children's orthopaedics,0,1411,0.000000,Y
13714,J Child Poverty,Journal of children & poverty,0,8,0.000000,N
13715,J Child Psychother,Journal of child psychotherapy,0,1,0.000000,N
13716,J Child Serv,Journal of children's services,0,7,0.000000,N
13717,J Child Sex Abus,Journal of child sexual abuse,0,947,0.000000,Y
13718,J Chin Chem Soc,"Journal of the Chinese Chemical Society. Zhongguo hua xue hui (Taipei, Taiwan)",0,5,0.000000,N
13719,J Chin Film Stud,Journal of Chinese film studies,0,1,0.000000,N
13720,J Chin Med,The Journal of Chinese medicine,0,2,0.000000,N
13721,J Chin Polit Sci,Journal of Chinese political science,0,44,0.000000,N
13722,J Chin Sociol,The journal of Chinese sociology,0,12,0.000000,N
13723,J China Comput Assist Lang Learn,Journal of China computer-assisted language learning,0,1,0.000000,N
13724,J Chir (Paris),Journal de chirurgie,0,422,0.000000,Y
13725,J Chir Visc,Journal de chirurgie viscerale,0,24,0.000000,N
13726,J Chiropr Educ,The Journal of chiropractic education,0,383,0.000000,Y
13727,J Chiropr Humanit,Journal of chiropractic humanities,0,125,0.000000,Y
13728,J Chiropr Med,Journal of chiropractic medicine,0,666,0.000000,Y
13729,J Chittagong Med Coll Teach Assoc,Journal of Chittagong Medical College Teachers' Association,0,1,0.000000,N
13730,J Choice Model,Journal of choice modelling,0,4,0.000000,N
13731,J Christ Nurs,Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship,0,1584,0.000000,Y
13732,J Chromatogr A,Journal of chromatography. A,0,18367,0.000000,Y
13733,J Chromatogr Open,Journal of chromatography open,0,4,0.000000,N
13734,J Chromatogr Sci,Journal of chromatographic science,0,2665,0.000000,Y
13735,J Chromatogr Sep Tech,Journal of chromatography & separation techniques,0,6,0.000000,N
13736,J Chronic Dis Manag,Journal of chronic diseases and management,0,1,0.000000,N
13737,J Circ Biomark,Journal of circulating biomarkers,0,88,0.000000,Y
13738,J Civ Soc,Journal of civil society,0,1,0.000000,N
13739,J Civ Struct Health Monit,Journal of civil structural health monitoring,0,4,0.000000,N
13740,J Civ War Med,"The journal of Civil War medicine : official quarterly publication of the Society of Civil War Surgeons, Inc",0,3,0.000000,N
13741,J Class Anal,Journal of classical analysis,0,1,0.000000,N
13742,J Class Sociol,Journal of classical sociology : JCS,0,1,0.000000,N
13743,J Classif,Journal of classification,0,10,0.000000,N
13744,J Clean Prod,Journal of cleaner production,0,205,0.000000,Y
13745,J Cleft Lip Palate Craniofacial Anomalies,Journal of cleft lip palate and craniofacial anomalies,0,1,0.000000,N
13746,J Clim,Journal of climate,0,40,0.000000,N
13747,J Clim Chang Health,The journal of climate change and health,0,38,0.000000,N
13748,J Clin Aesthet Dermatol,The Journal of clinical and aesthetic dermatology,0,1651,0.000000,Y
13749,J Clin Anat Pathol (JCAP),Journal of clinical & anatomic pathology (JCAP),0,2,0.000000,N
13750,J Clin Anesth,Journal of clinical anesthesia,0,5053,0.000000,Y
13751,J Clin Anesth Intensive Care,Journal of clinical anesthesia and intensive care,0,1,0.000000,N
13752,J Clin Anesth Manag,Journal of clinical anesthesia and management,0,1,0.000000,N
13753,J Clin Anesth Pain Manag,Journal of clinical anesthesia and pain management,0,1,0.000000,N
13754,J Clin Apher,Journal of clinical apheresis,0,1154,0.000000,Y
13755,J Clin Bioinforma,Journal of clinical bioinformatics,0,102,0.000000,Y
13756,J Clin Cardiol,Journal of clinical cardiology,0,2,0.000000,N
13757,J Clin Cardiol Cardiovasc Ther,Journal of clinical cardiology and cardiovascular therapy,0,2,0.000000,N
13758,J Clin Case Rep,Journal of clinical case reports,0,2,0.000000,N
13759,J Clin Cases Rep,Journal of clinical cases & reports,0,5,0.000000,N
13760,J Clin Child Adolesc Psychol,"Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53",0,1503,0.000000,Y
13761,J Clin Dent,The Journal of clinical dentistry,0,310,0.000000,Y
13762,J Clin Diagn Res,Journal of clinical and diagnostic research : JCDR,0,7790,0.000000,Y
13763,J Clin Educ Phys Ther,Journal of clinical education in physical therapy,0,29,0.000000,N
13764,J Clin Eng,Journal of clinical engineering,0,2,0.000000,N
13765,J Clin Epigenet,Journal of clinical epigenetics,0,3,0.000000,N
13766,J Clin Ethics,The Journal of clinical ethics,0,818,0.000000,Y
13767,J Clin Exerc Physiol,Journal of clinical exercise physiology,0,4,0.000000,N
13768,J Clin Exp Cardiolog,Journal of clinical & experimental cardiology,0,31,0.000000,N
13769,J Clin Exp Dent,Journal of clinical and experimental dentistry,0,2152,0.000000,Y
13770,J Clin Exp Dermatol Res,Journal of clinical & experimental dermatology research,0,4,0.000000,N
13771,J Clin Exp Gastroenterol,Journal of clinical and experimental gastroenterology,0,1,0.000000,N
13772,J Clin Exp Immunol,Journal of clinical & experimental immunology,0,6,0.000000,N
13773,J Clin Exp Nephrol,Journal of clinical & experimental nephrology,0,2,0.000000,N
13774,J Clin Exp Neuropsychol,Journal of clinical and experimental neuropsychology,0,1692,0.000000,Y
13775,J Clin Exp Oncol,Journal of clinical & experimental oncology,0,7,0.000000,N
13776,J Clin Exp Ophthalmol,Journal of clinical & experimental ophthalmology,0,40,0.000000,N
13777,J Clin Exp Pathol,Journal of clinical & experimental pathology,0,9,0.000000,N
13778,J Clin Exp Res Cardiol,Journal of clinical and experimental research in cardiology,0,2,0.000000,N
13779,J Clin Gastroenterol Hepatol,Journal of clinical gastroenterology and hepatology,0,2,0.000000,N
13780,J Clin Genom,Journal of clinical genomics,0,1,0.000000,N
13781,J Clin Gynecol Obstet,Journal of clinical gynecology and obstetrics,0,6,0.000000,N
13782,J Clin Haematol,Journal of clinical haematology,0,5,0.000000,N
13783,J Clin Images Med Case Rep,Journal of clinical images and medical case reports,0,2,0.000000,N
13784,J Clin Imaging Sci,Journal of clinical imaging science,0,944,0.000000,Y
13785,J Clin Inform,Journal of clinical informatics,0,2,0.000000,N
13786,J Clin Investig Dermatol,Journal of clinical and investigative dermatology,0,7,0.000000,N
13787,J Clin Lab Med,Journal of clinical and laboratory medicine,0,2,0.000000,N
13788,J Clin Med Sci,Journal of clinical and medical sciences,0,4,0.000000,N
13789,J Clin Med Ther,Journal of clinical medicine and therapeutics,0,1,0.000000,N
13790,J Clin Metab Diabetes,Journal of clinical metabolism & diabetes,0,1,0.000000,N
13791,J Clin Mol Endocrinol,Journal of clinical and molecular endocrinology,0,1,0.000000,N
13792,J Clin Monit Comput,Journal of clinical monitoring and computing,0,2315,0.000000,Y
13793,J Clin Mov Disord,Journal of clinical movement disorders,0,91,0.000000,Y
13794,J Clin Neonatol,Journal of clinical neonatology,0,159,0.000000,Y
13795,J Clin Nephrol Ren Care,Journal of clinical nephrology and renal care,0,2,0.000000,N
13796,J Clin Nephrol Res,Journal of clinical nephrology and research,0,1,0.000000,N
13797,J Clin Neuromuscul Dis,Journal of clinical neuromuscular disease,0,693,0.000000,Y
13798,J Clin Neurophysiol,Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society,0,1685,0.000000,Y
13799,J Clin Nurs,Journal of clinical nursing,0,8351,0.000000,Y
13800,J Clin Nutr Food Sci,Journal of clinical nutrition and food science,0,2,0.000000,N
13801,J Clin Nutr Metab,Journal of clinical nutrition and metabolism,0,1,0.000000,N
13802,J Clin Oncol Res,Journal of clinical oncology and research,0,5,0.000000,N
13803,J Clin Ophthalmol Eye Disord,Journal of clinical ophthalmology & eye disorders,0,1,0.000000,N
13804,J Clin Orthod,Journal of clinical orthodontics : JCO,0,1624,0.000000,Y
13805,J Clin Orthop Trauma,Journal of clinical orthopaedics and trauma,0,2427,0.000000,Y
13806,J Clin Outcomes Manag,Journal of clinical outcomes management : JCOM,0,24,0.000000,N
13807,J Clin Pathw,Journal of clinical pathways : the foundation of value-based care,0,4,0.000000,N
13808,J Clin Pediatr Dent,The Journal of clinical pediatric dentistry,0,1396,0.000000,Y
13809,J Clin Pediatr Neonatol,Journal of clinical pediatrics and neonatology,0,1,0.000000,N
13810,J Clin Prev Cardiol,Journal of clinical and preventive cardiology,0,1,0.000000,N
13811,J Clin Psychol Med Settings,Journal of clinical psychology in medical settings,0,1023,0.000000,Y
13812,J Clin Res Best Pract,Journal of clinical research best practices,0,3,0.000000,N
13813,J Clin Res Clin Trials,Journal of clinical research and clinical trials,0,1,0.000000,N
13814,J Clin Res HIV AIDS Prev,Journal of clinical research in HIV AIDS and prevention,0,4,0.000000,N
13815,J Clin Res Oncol,Journal of clinical research in oncology,0,1,0.000000,N
13816,J Clin Res Rep,Journal of clinical research and reports,0,1,0.000000,N
13817,J Clin Respir Med,Journal of clinical respiratory medicine,0,1,0.000000,N
13818,J Clin Rheumatol Musculoskelet Med,Journal of clinical rheumatology & musculoskeletal medicine,0,1,0.000000,N
13819,J Clin Sci,Journal of clinical sciences,0,1,0.000000,N
13820,J Clin Sleep Med,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine,0,4222,0.000000,Y
13821,J Clin Sport Psychol,Journal of clinical sport psychology,0,5,0.000000,N
13822,J Clin Toxicol,Journal of clinical toxicology,0,8,0.000000,N
13823,J Clin Transl Endocrinol Case Rep,Journal of clinical and translational endocrinology case reports,0,10,0.000000,N
13824,J Clin Transl Pathol,Journal of clinical and translational pathology,0,19,0.000000,N
13825,J Clin Transl Res,Journal of clinical and translational research,0,322,0.000000,Y
13826,J Clin Trials,Journal of clinical trials,0,26,0.000000,N
13827,J Clin Tuberc Other Mycobact Dis,Journal of clinical tuberculosis and other mycobacterial diseases,0,562,0.000000,Y
