year,rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
2016,644,Arch Med Sci,Archives of medical science : AMS,1,180,0.005556
2016,645,Int J Mol Sci,International journal of molecular sciences,12,2162,0.005550
2016,646,Mod Pathol,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",1,183,0.005464
2016,647,Stat Methods Med Res,Statistical methods in medical research,1,183,0.005464
2016,648,Endocrine,Endocrine,2,367,0.005450
2016,649,Cancer Epidemiol,Cancer epidemiology,1,184,0.005435
2016,650,Joint Bone Spine,Joint bone spine,1,184,0.005435
2016,651,Nat Struct Mol Biol,Nature structural & molecular biology,1,184,0.005435
2016,652,Tunis Med,La Tunisie medicale,1,187,0.005348
2016,653,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,Zhonghua yi xue yi chuan xue za zhi = Zhonghua yixue yichuanxue zazhi = Chinese journal of medical genetics,1,187,0.005348
2016,654,J Am Dent Assoc,Journal of the American Dental Association (1939),1,188,0.005319
2016,655,Zh Nevrol Psikhiatr Im S S Korsakova,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,2,377,0.005305
2016,656,Proc Biol Sci,Proceedings. Biological sciences,3,566,0.005300
2016,657,Leukemia,Leukemia,2,378,0.005291
2016,658,Nat Rev Gastroenterol Hepatol,Nature reviews. Gastroenterology & hepatology,1,189,0.005291
2016,659,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,2,382,0.005236
2016,660,Plant Cell Rep,Plant cell reports,1,191,0.005236
2016,661,J Rheumatol,The Journal of rheumatology,2,383,0.005222
2016,662,Stat Med,Statistics in medicine,2,388,0.005155
2016,663,Nat Rev Neurol,Nature reviews. Neurology,1,195,0.005128
2016,664,Beijing Da Xue Xue Bao Yi Xue Ban,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,1,196,0.005102
2016,665,Ticks Tick Borne Dis,Ticks and tick-borne diseases,1,196,0.005102
2016,666,Rom J Morphol Embryol,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie,1,199,0.005025
2016,667,Curr Biol,Current biology : CB,4,803,0.004981
2016,668,Circ Arrhythm Electrophysiol,Circulation. Arrhythmia and electrophysiology,1,201,0.004975
2016,669,Gig Sanit,Gigiena i sanitariia,1,201,0.004975
2016,670,Nephrology (Carlton),"Nephrology (Carlton, Vic.)",1,201,0.004975
2016,671,Isr Med Assoc J,The Israel Medical Association journal : IMAJ,1,203,0.004926
2016,672,Adv Biomed Res,Advanced biomedical research,1,206,0.004854
2016,673,Am J Bot,American journal of botany,1,206,0.004854
2016,674,Nat Biotechnol,Nature biotechnology,2,415,0.004819
2016,675,J Diabetes Res,Journal of diabetes research,2,416,0.004808
2016,676,Ann Bot,Annals of botany,1,208,0.004808
2016,677,Cell Host Microbe,Cell host & microbe,1,208,0.004808
2016,678,Headache,Headache,1,209,0.004785
2016,679,Khirurgiia (Mosk),Khirurgiia,1,209,0.004785
2016,680,J Am Coll Cardiol,Journal of the American College of Cardiology,5,1049,0.004766
2016,681,Kidney Int,Kidney international,2,421,0.004751
2016,682,Am J Perinatol,American journal of perinatology,1,211,0.004739
2016,683,Eur J Dermatol,European journal of dermatology : EJD,1,211,0.004739
2016,684,Lancet Oncol,The Lancet. Oncology,3,635,0.004724
2016,685,Am J Clin Nutr,The American journal of clinical nutrition,2,424,0.004717
2016,686,Int J Legal Med,International journal of legal medicine,1,212,0.004717
2016,687,Osteoporos Int,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA,2,425,0.004706
2016,688,Philos Trans R Soc Lond B Biol Sci,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",2,425,0.004706
2016,689,Science,"Science (New York, N.Y.)",10,2137,0.004679
2016,690,Menopause,"Menopause (New York, N.Y.)",1,214,0.004673
2016,691,Arch Oral Biol,Archives of oral biology,1,216,0.004630
2016,692,Endocr Pract,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,1,216,0.004630
2016,693,Eur J Heart Fail,European journal of heart failure,1,216,0.004630
2016,694,Mol Cell Biol,Molecular and cellular biology,1,216,0.004630
2016,695,Med Sci Monit,Medical science monitor : international medical journal of experimental and clinical research,3,657,0.004566
2016,696,Thyroid,Thyroid : official journal of the American Thyroid Association,1,221,0.004525
2016,697,Clin Imaging,Clinical imaging,1,224,0.004464
2016,698,Maturitas,Maturitas,1,225,0.004444
2016,699,Adv Exp Med Biol,Advances in experimental medicine and biology,6,1356,0.004425
2016,700,Biochem Soc Trans,Biochemical Society transactions,1,226,0.004425
2016,701,Phys Ther,Physical therapy,1,226,0.004425
2016,702,J Immunol Res,Journal of immunology research,1,228,0.004386
2016,703,Plant Signal Behav,Plant signaling & behavior,1,228,0.004386
2016,704,Medicine (Baltimore),Medicine,15,3430,0.004373
2016,705,PLoS Negl Trop Dis,PLoS neglected tropical diseases,4,922,0.004338
2016,706,Handb Clin Neurol,Handbook of clinical neurology,1,231,0.004329
2016,707,Exp Biol Med (Maywood),"Experimental biology and medicine (Maywood, N.J.)",1,232,0.004310
2016,708,Respir Med,Respiratory medicine,1,236,0.004237
2016,709,Lung Cancer,"Lung cancer (Amsterdam, Netherlands)",1,237,0.004219
2016,710,BMC Cancer,BMC cancer,4,949,0.004215
2016,711,Eur J Appl Physiol,European journal of applied physiology,1,240,0.004167
2016,712,Neuroimage Clin,NeuroImage. Clinical,1,240,0.004167
2016,713,Trop Anim Health Prod,Tropical animal health and production,1,240,0.004167
2016,714,Diabetes Care,Diabetes care,2,482,0.004149
2016,715,Expert Opin Pharmacother,Expert opinion on pharmacotherapy,1,243,0.004115
2016,716,Animal,Animal : an international journal of animal bioscience,1,245,0.004082
2016,717,Toxicol Sci,Toxicological sciences : an official journal of the Society of Toxicology,1,247,0.004049
2016,718,Evolution,Evolution; international journal of organic evolution,1,248,0.004032
2016,719,Am J Gastroenterol,The American journal of gastroenterology,2,499,0.004008
2016,720,Cytokine,Cytokine,1,250,0.004000
2016,721,Sci Adv,Science advances,2,501,0.003992
2016,722,Front Behav Neurosci,Frontiers in behavioral neuroscience,1,251,0.003984
2016,723,BMC Musculoskelet Disord,BMC musculoskeletal disorders,2,503,0.003976
2016,724,J Cancer Res Clin Oncol,Journal of cancer research and clinical oncology,1,253,0.003953
2016,725,Am J Med Genet A,American journal of medical genetics. Part A,2,508,0.003937
2016,726,Crit Rev Oncol Hematol,Critical reviews in oncology/hematology,1,254,0.003937
2016,727,Nat Rev Urol,Nature reviews. Urology,1,254,0.003937
2016,728,BMC Neurol,BMC neurology,1,256,0.003906
2016,729,J Allergy Clin Immunol Pract,The journal of allergy and clinical immunology. In practice,1,256,0.003906
2016,730,Psychiatry Res,Psychiatry research,3,769,0.003901
2016,731,J Cardiovasc Electrophysiol,Journal of cardiovascular electrophysiology,1,257,0.003891
2016,732,Biol Reprod,Biology of reproduction,1,259,0.003861
2016,733,Eur J Clin Microbiol Infect Dis,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,1,259,0.003861
2016,734,Med Sci (Paris),Medecine sciences : M/S,1,259,0.003861
2016,735,Lancet Diabetes Endocrinol,The lancet. Diabetes & endocrinology,1,262,0.003817
2016,736,Biomed Res Int,BioMed research international,7,1852,0.003780
2016,737,Open Forum Infect Dis,Open forum infectious diseases,1,265,0.003774
2016,738,Pediatr Nephrol,"Pediatric nephrology (Berlin, Germany)",1,265,0.003774
2016,739,Euro Surveill,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,1,266,0.003759
2016,740,Indian J Ophthalmol,Indian journal of ophthalmology,1,266,0.003759
2016,741,Mol Cell Proteomics,Molecular & cellular proteomics : MCP,1,266,0.003759
2016,742,Am J Transl Res,American journal of translational research,2,541,0.003697
2016,743,Nature,Nature,10,2721,0.003675
2016,744,Front Oncol,Frontiers in oncology,1,273,0.003663
2016,745,Biochim Biophys Acta,Biochimica et biophysica acta,7,1919,0.003648
2016,746,Am J Epidemiol,American journal of epidemiology,1,275,0.003636
2016,747,Comput Biol Med,Computers in biology and medicine,1,276,0.003623
2016,748,Tumour Biol,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,6,1670,0.003593
2016,749,Ophthalmology,Ophthalmology,2,559,0.003578
2016,750,Aging (Albany NY),Aging,1,281,0.003559
2016,751,J Cancer,Journal of Cancer,1,282,0.003546
2016,752,Curr Top Med Chem,Current topics in medicinal chemistry,1,283,0.003534
2016,753,Plant Dis,Plant disease,1,283,0.003534
2016,754,J Cell Physiol,Journal of cellular physiology,1,284,0.003521
2016,755,Vet Microbiol,Veterinary microbiology,1,284,0.003521
2016,756,Nat Med,Nature medicine,1,286,0.003497
2016,757,Comput Methods Programs Biomed,Computer methods and programs in biomedicine,1,287,0.003484
2016,758,Am J Pathol,The American journal of pathology,1,289,0.003460
2016,759,Mol Cancer Ther,Molecular cancer therapeutics,1,289,0.003460
2016,760,Liver Int,Liver international : official journal of the International Association for the Study of the Liver,1,290,0.003448
2016,761,BMC Vet Res,BMC veterinary research,1,291,0.003436
2016,762,Gastroenterol Res Pract,Gastroenterology research and practice,1,293,0.003413
2016,763,Mol Med Rep,Molecular medicine reports,5,1472,0.003397
2016,764,Eur J Neurol,European journal of neurology,1,297,0.003367
2016,765,Cell Mol Life Sci,Cellular and molecular life sciences : CMLS,1,298,0.003356
2016,766,Nat Mater,Nature materials,1,298,0.003356
2016,767,Brain Struct Funct,Brain structure & function,1,299,0.003344
2016,768,Lancet Psychiatry,The lancet. Psychiatry,1,300,0.003333
2016,769,Pain Med,"Pain medicine (Malden, Mass.)",1,300,0.003333
2016,770,PLoS Biol,PLoS biology,1,301,0.003322
2016,771,Int J Environ Res Public Health,International journal of environmental research and public health,4,1207,0.003314
2016,772,J Clin Oncol,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,3,911,0.003293
2016,773,Alcohol Clin Exp Res,"Alcoholism, clinical and experimental research",1,304,0.003289
2016,774,Int J Biochem Cell Biol,The international journal of biochemistry & cell biology,1,305,0.003279
2016,775,J Neuroinflammation,Journal of neuroinflammation,1,306,0.003268
2016,776,Elife,eLife,4,1231,0.003249
2016,777,Oncol Lett,Oncology letters,5,1545,0.003236
2016,778,J Thorac Oncol,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,1,311,0.003215
2016,779,Ann Transl Med,Annals of translational medicine,2,625,0.003200
2016,780,Oncogene,Oncogene,2,628,0.003185
2016,781,Lancet Respir Med,The Lancet. Respiratory medicine,1,317,0.003155
2016,782,Br J Ophthalmol,The British journal of ophthalmology,1,318,0.003145
2016,783,Hepatology,"Hepatology (Baltimore, Md.)",2,639,0.003130
2016,784,Am J Hematol,American journal of hematology,1,323,0.003096
2016,785,PeerJ,PeerJ,4,1294,0.003091
2016,786,Ann Hematol,Annals of hematology,1,325,0.003077
2016,787,S Afr Med J,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1,325,0.003077
2016,788,FEBS J,The FEBS journal,1,326,0.003067
2016,789,Nephrol Dial Transplant,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",1,328,0.003049
2016,790,Hum Brain Mapp,Human brain mapping,1,329,0.003040
2016,791,J Neurooncol,Journal of neuro-oncology,1,332,0.003012
2016,792,J Immunol,"Journal of immunology (Baltimore, Md. : 1950)",3,999,0.003003
2016,793,Clin Ther,Clinical therapeutics,1,333,0.003003
2016,794,Infect Immun,Infection and immunity,1,334,0.002994
2016,795,Zhonghua Liu Xing Bing Xue Za Zhi,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,1,335,0.002985
2016,796,JAMA Pediatr,JAMA pediatrics,1,336,0.002976
2016,797,Psychoneuroendocrinology,Psychoneuroendocrinology,1,337,0.002967
2016,798,Am J Physiol Heart Circ Physiol,American journal of physiology. Heart and circulatory physiology,1,338,0.002959
2016,799,Appl Environ Microbiol,Applied and environmental microbiology,2,685,0.002920
2016,800,Electrophoresis,Electrophoresis,1,344,0.002907
2016,801,J Transl Med,Journal of translational medicine,1,345,0.002899
2016,802,World J Gastroenterol,World journal of gastroenterology,3,1036,0.002896
2016,803,J Infect Dis,The Journal of infectious diseases,2,694,0.002882
2016,804,Clin Exp Rheumatol,Clinical and experimental rheumatology,1,347,0.002882
2016,805,Biochem J,The Biochemical journal,1,348,0.002874
2016,806,Environ Toxicol Chem,Environmental toxicology and chemistry,1,348,0.002874
2016,807,Poult Sci,Poultry science,1,348,0.002874
2016,808,J Gastroenterol Hepatol,Journal of gastroenterology and hepatology,1,350,0.002857
2016,809,J Appl Physiol (1985),"Journal of applied physiology (Bethesda, Md. : 1985)",1,352,0.002841
2016,810,Prev Med,Preventive medicine,1,355,0.002817
2016,811,Biol Blood Marrow Transplant,Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation,1,356,0.002809
2016,812,Can J Cardiol,The Canadian journal of cardiology,1,356,0.002809
2016,813,Psychopharmacology (Berl),Psychopharmacology,1,356,0.002809
2016,814,Otol Neurotol,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",1,360,0.002778
2016,815,Pak J Pharm Sci,Pakistan journal of pharmaceutical sciences,1,360,0.002778
2016,816,Neural Plast,Neural plasticity,1,362,0.002762
2016,817,J Proteomics,Journal of proteomics,1,363,0.002755
2016,818,Neuropsychiatr Dis Treat,Neuropsychiatric disease and treatment,1,366,0.002732
2016,819,JAMA,JAMA,4,1469,0.002723
2016,820,Plant Physiol Biochem,Plant physiology and biochemistry : PPB,1,369,0.002710
2016,821,J Vis Exp,Journal of visualized experiments : JoVE,3,1109,0.002705
2016,822,Brain,Brain : a journal of neurology,1,370,0.002703
2016,823,Pain,Pain,1,372,0.002688
2016,824,Arch Dis Child,Archives of disease in childhood,1,374,0.002674
2016,825,PLoS Pathog,PLoS pathogens,2,753,0.002656
2016,826,Toxins (Basel),Toxins,1,377,0.002653
2016,827,Vet Parasitol,Veterinary parasitology,1,378,0.002646
2016,828,ACS Chem Biol,ACS chemical biology,1,384,0.002604
2016,829,Heart,Heart (British Cardiac Society),1,395,0.002532
2016,830,Neurol India,Neurology India,1,399,0.002506
2016,831,Onco Targets Ther,OncoTargets and therapy,2,802,0.002494
2016,832,Gynecol Oncol,Gynecologic oncology,1,402,0.002488
2016,833,Pediatr Infect Dis J,The Pediatric infectious disease journal,1,402,0.002488
2016,834,Neuropsychologia,Neuropsychologia,1,403,0.002481
2016,835,Pharmacol Res,Pharmacological research,1,412,0.002427
2016,836,Int Immunopharmacol,International immunopharmacology,1,417,0.002398
2016,837,J Hepatol,Journal of hepatology,1,418,0.002392
2016,838,Data Brief,Data in brief,2,850,0.002353
2016,839,J Proteome Res,Journal of proteome research,1,426,0.002347
2016,840,FEBS Lett,FEBS letters,1,429,0.002331
2016,841,Drug Alcohol Depend,Drug and alcohol dependence,1,430,0.002326
2016,842,Lancet,"Lancet (London, England)",4,1737,0.002303
2016,843,Int J Dermatol,International journal of dermatology,1,439,0.002278
2016,844,Pediatr Blood Cancer,Pediatric blood & cancer,1,444,0.002252
2016,845,Arch Virol,Archives of virology,1,445,0.002247
2016,846,Br J Anaesth,British journal of anaesthesia,1,445,0.002247
2016,847,Am J Transplant,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,1,455,0.002198
2016,848,Methods Mol Biol,"Methods in molecular biology (Clifton, N.J.)",7,3206,0.002183
2016,849,Ann Oncol,Annals of oncology : official journal of the European Society for Medical Oncology,1,464,0.002155
2016,850,Development,"Development (Cambridge, England)",1,466,0.002146
2016,851,Theriogenology,Theriogenology,1,476,0.002101
2016,852,Anticancer Res,Anticancer research,2,953,0.002099
2016,853,Dig Dis Sci,Digestive diseases and sciences,1,477,0.002096
2016,854,Eur J Obstet Gynecol Reprod Biol,"European journal of obstetrics, gynecology, and reproductive biology",1,483,0.002070
2016,855,J Pak Med Assoc,JPMA. The Journal of the Pakistan Medical Association,1,483,0.002070
2016,856,Clin Orthop Relat Res,Clinical orthopaedics and related research,1,492,0.002033
2016,857,Br J Haematol,British journal of haematology,1,509,0.001965
2016,858,Ann Am Thorac Soc,Annals of the American Thoracic Society,1,510,0.001961
2016,859,BMC Res Notes,BMC research notes,1,514,0.001946
2016,860,Obes Surg,Obesity surgery,1,515,0.001942
2016,861,Surgery,Surgery,1,515,0.001942
2016,862,J Am Acad Dermatol,Journal of the American Academy of Dermatology,1,525,0.001905
2016,863,Neuron,Neuron,1,527,0.001898
2016,864,Front Pharmacol,Frontiers in pharmacology,1,532,0.001880
2016,865,Emerg Infect Dis,Emerging infectious diseases,1,539,0.001855
2016,866,Int J Oncol,International journal of oncology,1,544,0.001838
2016,867,J Agric Food Chem,Journal of agricultural and food chemistry,2,1109,0.001803
2016,868,Am J Public Health,American journal of public health,1,562,0.001779
2016,869,Eur Urol,European urology,1,562,0.001779
2016,870,J Vasc Surg,Journal of vascular surgery,1,564,0.001773
2016,871,Cell Physiol Biochem,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",1,576,0.001736
2016,872,J Biol Chem,The Journal of biological chemistry,4,2336,0.001712
2016,873,Injury,Injury,1,589,0.001698
2016,874,Eur J Pharmacol,European journal of pharmacology,1,596,0.001678
2016,875,Malar J,Malaria journal,1,597,0.001675
2016,876,Behav Brain Res,Behavioural brain research,1,615,0.001626
2016,877,J Chromatogr B Analyt Technol Biomed Life Sci,"Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",1,617,0.001621
2016,878,Eur Arch Otorhinolaryngol,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,1,627,0.001595
2016,879,Brain Res,Brain research,1,634,0.001577
2016,880,Am J Cardiol,The American journal of cardiology,1,660,0.001515
2016,881,Br J Dermatol,The British journal of dermatology,1,680,0.001471
2016,882,Gan To Kagaku Ryoho,Gan to kagaku ryoho. Cancer & chemotherapy,1,684,0.001462
2016,883,BMJ Open,BMJ open,3,2076,0.001445
2016,884,Front Hum Neurosci,Frontiers in human neuroscience,1,692,0.001445
2016,885,Ann Surg Oncol,Annals of surgical oncology,1,722,0.001385
2016,886,Transplant Proc,Transplantation proceedings,1,730,0.001370
2016,887,BMC Infect Dis,BMC infectious diseases,1,763,0.001311
2016,888,Eur Rev Med Pharmacol Sci,European review for medical and pharmacological sciences,1,768,0.001302
2016,889,Nutrients,Nutrients,1,837,0.001195
2016,890,Pediatrics,Pediatrics,1,862,0.001160
2016,891,Vet Rec,The Veterinary record,1,875,0.001143
2016,892,Oncol Rep,Oncology reports,1,884,0.001131
2016,893,Neuroimage,NeuroImage,1,907,0.001103
2016,894,Asian Pac J Cancer Prev,Asian Pacific journal of cancer prevention : APJCP,1,932,0.001073
2016,895,J Neurosci,The Journal of neuroscience : the official journal of the Society for Neuroscience,1,1111,0.000900
2016,896,J Urol,The Journal of urology,1,1452,0.000689
2016,897,Molecules,"Molecules (Basel, Switzerland)",1,1763,0.000567
2016,898,Biochem Biophys Res Commun,Biochemical and biophysical research communications,1,1764,0.000567
2016,899,Mitochondrial DNA A DNA Mapp Seq Anal,"Mitochondrial DNA. Part A, DNA mapping, sequencing, and analysis",1,1863,0.000537
2016,900,Front Psychol,Frontiers in psychology,1,2063,0.000485
2016,901,Front Microbiol,Frontiers in microbiology,1,2159,0.000463
2016,902,Int J Cardiol,International journal of cardiology,1,2676,0.000374
2016,903,BMJ,BMJ (Clinical research ed.),1,3218,0.000311
2017,1,Genet Epidemiol,Genetic epidemiology,32,69,0.463768
2017,2,Genet Sel Evol,"Genetics, selection, evolution : GSE",39,95,0.410526
2017,3,Am J Med Genet B Neuropsychiatr Genet,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",24,74,0.324324
2017,4,Am J Hum Genet,American journal of human genetics,51,183,0.278689
2017,5,Nat Genet,Nature genetics,78,285,0.273684
2017,6,Plant Genome,The plant genome,13,50,0.260000
2017,7,Circ Cardiovasc Genet,Circulation. Cardiovascular genetics,29,151,0.192053
2017,8,Anim Genet,Animal genetics,24,131,0.183206
2017,9,Hum Genet,Human genetics,21,115,0.182609
2017,10,Clin Epigenetics,Clinical epigenetics,24,132,0.181818
2017,11,Mol Psychiatry,Molecular psychiatry,33,220,0.150000
2017,12,Twin Res Hum Genet,Twin research and human genetics : the official journal of the International Society for Twin Studies,10,67,0.149254
2017,13,Pharmacogenet Genomics,Pharmacogenetics and genomics,9,64,0.140625
2017,14,Theor Appl Genet,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,26,191,0.136126
2017,15,Eur J Hum Genet,European journal of human genetics : EJHG,30,230,0.130435
2017,16,BMC Genet,BMC genetics,15,120,0.125000
2017,17,Transl Psychiatry,Translational psychiatry,36,305,0.118033
2017,18,Genome Med,Genome medicine,14,119,0.117647
2017,19,Hum Mol Genet,Human molecular genetics,52,447,0.116331
2017,20,Epigenomics,Epigenomics,14,123,0.113821
2017,21,Behav Genet,Behavior genetics,7,64,0.109375
2017,22,J Anim Breed Genet,Journal of animal breeding and genetics = Zeitschrift fur Tierzuchtung und Zuchtungsbiologie,7,64,0.109375
2017,23,J Hum Genet,Journal of human genetics,18,167,0.107784
2017,24,Mol Genet Genomics,Molecular genetics and genomics : MGG,11,103,0.106796
2017,25,PLoS Genet,PLoS genetics,65,614,0.105863
2017,26,Pac Symp Biocomput,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,6,61,0.098361
2017,27,G3 (Bethesda),"G3 (Bethesda, Md.)",34,358,0.094972
2017,28,Rheum Dis Clin North Am,Rheumatic diseases clinics of North America,5,53,0.094340
2017,29,Mamm Genome,Mammalian genome : official journal of the International Mammalian Genome Society,5,55,0.090909
2017,30,Genome Biol,Genome biology,22,244,0.090164
2017,31,Mar Biotechnol (NY),"Marine biotechnology (New York, N.Y.)",5,56,0.089286
2017,32,Epigenetics,Epigenetics,9,101,0.089109
2017,33,Carcinogenesis,Carcinogenesis,12,135,0.088889
2017,34,Nat Rev Genet,Nature reviews. Genetics,10,117,0.085470
2017,35,Pharmacogenomics J,The pharmacogenomics journal,7,83,0.084337
2017,36,J Gene Med,The journal of gene medicine,4,51,0.078431
2017,37,Curr Opin Lipidol,Current opinion in lipidology,7,90,0.077778
2017,38,Physiol Genomics,Physiological genomics,5,67,0.074627
2017,39,Neurol Genet,Neurology. Genetics,6,86,0.069767
2017,40,Genetics,Genetics,27,396,0.068182
2017,41,BMC Genomics,BMC genomics,66,995,0.066332
2017,42,J Dent Res,Journal of dental research,13,198,0.065657
2017,43,Pharmacogenomics,Pharmacogenomics,10,162,0.061728
2017,44,BMC Plant Biol,BMC plant biology,16,266,0.060150
2017,45,Front Genet,Frontiers in genetics,14,233,0.060086
2017,46,J Psychiatry Neurosci,Journal of psychiatry & neuroscience : JPN,3,52,0.057692
2017,47,Rice (N Y),"Rice (New York, N.Y.)",3,53,0.056604
2017,48,Genome Res,Genome research,11,195,0.056410
2017,49,Plant Biotechnol J,Plant biotechnology journal,8,142,0.056338
2017,50,Brief Bioinform,Briefings in bioinformatics,6,108,0.055556
2017,51,J Med Genet,Journal of medical genetics,6,111,0.054054
2017,52,DNA Res,DNA research : an international journal for rapid publication of reports on genes and genomes,3,56,0.053571
2017,53,BMC Med Genet,BMC medical genetics,8,151,0.052980
2017,54,Biol Psychiatry,Biological psychiatry,16,307,0.052117
2017,55,OMICS,Omics : a journal of integrative biology,4,77,0.051948
2017,56,Cancer Epidemiol Biomarkers Prev,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",12,238,0.050420
2017,57,BMC Med Genomics,BMC medical genomics,4,81,0.049383
2017,58,Curr Rheumatol Rep,Current rheumatology reports,4,82,0.048780
2017,59,J Appl Genet,Journal of applied genetics,3,62,0.048387
2017,60,Am J Respir Cell Mol Biol,American journal of respiratory cell and molecular biology,10,207,0.048309
2017,61,Bioinformatics,"Bioinformatics (Oxford, England)",39,812,0.048030
2017,62,World J Biol Psychiatry,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,3,63,0.047619
2017,63,Curr Psychiatry Rep,Current psychiatry reports,5,110,0.045455
2017,64,Mol Autism,Molecular autism,3,66,0.045455
2017,65,Curr Cardiol Rep,Current cardiology reports,6,133,0.045113
2017,66,Trends Genet,Trends in genetics : TIG,4,90,0.044444
2017,67,J Autoimmun,Journal of autoimmunity,5,114,0.043860
2017,68,Mol Vis,Molecular vision,4,93,0.043011
2017,69,Genes Brain Behav,"Genes, brain, and behavior",3,70,0.042857
2017,70,Alzheimers Dement,Alzheimer's & dementia : the journal of the Alzheimer's Association,6,143,0.041958
2017,71,Semin Reprod Med,Seminars in reproductive medicine,3,74,0.040541
2017,72,Genet Test Mol Biomarkers,Genetic testing and molecular biomarkers,5,124,0.040323
2017,73,NPJ Breast Cancer,NPJ breast cancer,2,50,0.040000
2017,74,J Mol Endocrinol,Journal of molecular endocrinology,3,76,0.039474
2017,75,Int J Cancer,International journal of cancer,21,544,0.038603
2017,76,J Cardiovasc Transl Res,Journal of cardiovascular translational research,2,52,0.038462
2017,77,J Mol Cell Biol,Journal of molecular cell biology,2,52,0.038462
2017,78,Yi Chuan,Yi chuan = Hereditas,4,105,0.038095
2017,79,Neurobiol Aging,Neurobiology of aging,12,318,0.037736
2017,80,Biostatistics,"Biostatistics (Oxford, England)",2,53,0.037736
2017,81,Genetica,Genetica,2,53,0.037736
2017,82,Int J Psychophysiol,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,5,135,0.037037
2017,83,Diabetologia,Diabetologia,11,299,0.036789
2017,84,J Genet,Journal of genetics,5,136,0.036765
2017,85,Expert Rev Mol Diagn,Expert review of molecular diagnostics,4,109,0.036697
2017,86,Arterioscler Thromb Vasc Biol,"Arteriosclerosis, thrombosis, and vascular biology",12,328,0.036585
2017,87,Exp Dermatol,Experimental dermatology,9,246,0.036585
2017,88,Int J Genomics,International journal of genomics,3,82,0.036585
2017,89,Mol Plant,Molecular plant,6,166,0.036145
2017,90,Acta Neuropathol,Acta neuropathologica,5,139,0.035971
2017,91,Int Immunol,International immunology,2,56,0.035714
2017,92,Mol Aspects Med,Molecular aspects of medicine,2,57,0.035088
2017,93,Mol Carcinog,Molecular carcinogenesis,8,231,0.034632
2017,94,Cell Stem Cell,Cell stem cell,7,205,0.034146
2017,95,Curr Opin Pulm Med,Current opinion in pulmonary medicine,3,88,0.034091
2017,96,Int J Epidemiol,International journal of epidemiology,11,331,0.033233
2017,97,Clin Pharmacol Ther,Clinical pharmacology and therapeutics,8,242,0.033058
2017,98,Ophthalmic Genet,Ophthalmic genetics,4,121,0.033058
2017,99,BMC Bioinformatics,BMC bioinformatics,19,582,0.032646
2017,100,Plant Cell Rep,Plant cell reports,5,155,0.032258
2017,101,Eur Neuropsychopharmacol,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,4,124,0.032258
2017,102,Diabetes,Diabetes,11,346,0.031792
2017,103,Epigenetics Chromatin,Epigenetics & chromatin,2,63,0.031746
2017,104,Genet Mol Biol,Genetics and molecular biology,3,95,0.031579
2017,105,J Am Soc Nephrol,Journal of the American Society of Nephrology : JASN,12,382,0.031414
2017,106,Ann Rheum Dis,Annals of the rheumatic diseases,11,351,0.031339
2017,107,Clin Genet,Clinical genetics,7,226,0.030973
2017,108,Clin Rev Allergy Immunol,Clinical reviews in allergy & immunology,2,65,0.030769
2017,109,Curr Atheroscler Rep,Current atherosclerosis reports,2,65,0.030769
